Litigation Name ,Filing Date ,Class Start Date ,Class End Date ,Nature of Case  ,Status,Case Status Date ,Accounting,Secondary Market & Trading,Financial Intermediatary,Non-Accounting disclsoure and misrepresentation,Others
Finisar Corporation,3/15/2011,12/2/2010,3/8/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,11/13/2013,0,0,0,1,0
"Medifast, Inc.",3/17/2011,3/4/2010,3/10/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,3/28/2013,1,0,0,0,0
"ShengdaTech, Inc.",3/18/2011,3/15/2010,3/15/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,3/26/2014,1,0,0,0,0
Vestas Wind Systems A/S,3/18/2011,10/27/2009,10/25/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,5/24/2011,1,0,0,0,0
Gerova Financial Group : Stillwater Funds,3/22/2011,12/23/2009,1/20/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,3/18/2014,0,0,0,1,0
"Kid Brands, Inc.",3/22/2011,3/26/2010,3/15/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,1/6/2014,0,0,0,1,0
"Rosetta Stone, Inc.",3/24/2011,2/25/2010,3/1/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,9/19/2011,1,0,0,0,0
"China Integrated Energy, Inc.",3/25/2011,3/31/2010,3/16/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),ONGOING,4/16/2014,0,0,0,1,0
Tollgrade Communications Inc.,3/28/2011,2/22/2011,3/28/2011,MERGER RELATED FRAUD,DISMISSED,5/3/2011,0,0,1,0,0
"NIVS Intellimedia Technology Group, Inc. ",3/29/2011,3/24/2010,3/25/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,1/6/2012,1,0,0,0,0
"Wilshire Bancorp, Inc.",3/29/2011,3/15/2010,3/16/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,6/22/2012,1,0,0,0,0
"Cisco Systems, Inc.",3/31/2011,5/12/2010,2/9/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,4/29/2013,1,0,0,0,0
"Urban Outfitters, Inc.",3/31/2011,11/15/2010,3/7/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,6/17/2011,0,0,0,1,0
"Advanced Battery Technologies, Inc.",4/1/2011,3/16/2009,3/29/2011,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,3/19/2014,0,0,0,1,0
"China Century Dragon Media., Inc.",4/1/2011,2/8/2011,3/25/2011,IPO-NON ALLOCATION,SETTLED,11/15/2013,0,0,1,0,0
"China Electric Motor, Inc.",4/1/2011,1/29/2010,3/30/2011,IPO-NON ALLOCATION,SETTLED,4/3/2014,0,0,1,0,0
"China Intelligent Lighting and Electronics, Inc. ",4/1/2011,6/18/2010,3/29/2011,IPO-NON ALLOCATION,ONGOING,4/10/2014,0,0,1,0,0
American Superconductor Corporation,4/6/2011,11/2/2010,4/5/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,4/11/2014,1,0,0,0,0
"Office Depot, Inc.",4/6/2011,7/27/2010,3/31/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,7/31/2012,1,0,0,0,0
Celera Corporation : Tender Offer by Quest Diagnostics Inc.,4/11/2011,3/17/2011,3/17/2011,ACQUISITION RELATED FRAUD,DISMISSED,2/15/2013,0,0,0,0,0
"Puda Coal, Inc.",4/14/2011,11/13/2009,4/8/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,4/16/2014,1,0,0,0,0
"Artificial Life, Inc.",4/15/2011,5/14/2010,4/11/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,4/29/2011,1,0,0,0,0
"Subaye, Inc.",4/15/2011,12/29/2009,4/7/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,12/1/2011,1,0,0,0,0
"Universal Travel Group, Inc.",4/15/2011,1/19/2010,4/12/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,4/3/2014,1,0,0,0,0
1st Centennial Bancorp,4/19/2011,4/13/2006,1/23/2009,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,11/6/2013,0,0,0,1,0
"Skypeople Fruit Juice, Inc. ",4/20/2011,3/31/2010,4/1/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,2/4/2014,0,0,0,1,0
"SRA International, Inc.",4/25/2011,3/31/2011,4/25/2011,MERGER AND ACQUISITION RELATED FRAUD,ONGOING,2/24/2014,0,0,1,0,0
"ZST Digital Networks, Inc.",4/25/2011,10/20/2009,4/21/2011,IPO-NON ALLOCATION,SETTLED,1/6/2014,0,0,1,0,0
Acxiom Corporation,4/26/2011,10/27/2010,3/20/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,8/29/2011,0,0,0,1,0
HQ Sustainable Maritime Industries Inc.,4/28/2011,5/11/2009,4/1/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,11/18/2013,1,0,0,0,0
"Deer Consumer Products, Inc.",4/29/2011,3/31/2009,3/21/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/9/2013,1,0,0,0,0
Epicor Software Corporation,4/29/2011,4/4/2011,4/4/2011,MERGER RELATED FRAUD,DISMISSED,7/22/2011,0,0,1,0,0
"Gulf Resources, Inc.",4/29/2011,3/16/2009,4/26/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,12/30/2013,1,0,0,0,0
Orchid Cellmark Inc.,5/2/2011,4/6/2011,5/2/2011,MERGER RELATED FRAUD,DISMISSED,7/13/2011,0,0,1,0,0
"Fushi Copperweld, Inc.",5/6/2011,8/14/2007,3/29/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,9/20/2011,1,0,0,0,0
"Sino Clean Energy, Inc.",5/6/2011,4/6/2009,5/5/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/16/2014,1,0,0,0,0
"Community Health Systems, Inc.",5/9/2011,7/27/2006,4/8/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,4/10/2014,1,0,0,0,0
"Spectrum Control, Inc.",5/9/2011,5/4/2011,5/9/2011,MERGER RELATED FRAUD,DISMISSED,11/2/2011,0,0,1,0,0
"Impac Mortgage Holdings, Inc.",5/10/2011,5/11/2009,5/10/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,5/5/2011,0,0,0,1,0
"GMX Resources, Inc.",5/12/2011,7/17/2008,3/11/2011,IPO-NON ALLOCATION,DISMISSED,3/25/2014,0,0,1,0,0
National Title Company,5/16/2011,1/1/2005,12/31/2009,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,9/22/2011,0,0,0,1,0
"Oclaro, Inc.",5/19/2011,5/6/2010,10/27/2010,IPO-NON ALLOCATION,SETTLED,4/10/2014,0,0,1,0,0
Logitech International SA,5/23/2011,10/28/2010,4/1/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,9/28/2012,0,0,0,1,0
Longtop Financial Technologies Limited,5/23/2011,6/29/2009,4/25/2011,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/20/2013,0,0,0,1,0
WMS Industries Inc.,5/25/2011,11/1/2010,4/11/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,3/31/2014,0,0,0,1,0
"Boutique Hotel Development Company, LLC dba Hilton Promenade at Branson Landing",5/26/2011,1/1/2005,2/28/2010,NON-ACCOUNTING MISREPRESENTATIONS,ONGOING,3/7/2014,0,0,0,1,0
Research In Motion Limited,5/26/2011,12/16/2010,4/28/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,4/25/2013,0,0,0,1,0
"Yongye International, Inc. ",5/26/2011,8/11/2010,5/11/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,3/6/2012,0,0,0,1,0
"Wonder Auto Technology, Inc.",5/31/2011,5/14/2008,5/6/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,5/31/2013,0,0,0,1,0
"Orthovita, Inc.",6/1/2011,5/16/2011,6/1/2011,MERGER AND ACQUISITION RELATED FRAUD,SETTLED,8/29/2012,0,0,1,0,0
Computer Sciences Corporation,6/3/2011,8/11/2010,5/25/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,9/20/2013,1,0,0,0,0
The Timberland Company,6/3/2011,2/17/2011,5/4/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,4/25/2013,0,0,0,1,0
Yahoo! Inc.,6/6/2011,4/19/2011,5/13/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,8/10/2012,0,0,0,1,0
"Lawson Software, Inc.",6/7/2011,3/11/2011,6/7/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,6/28/2011,0,0,1,0,0
"Green Bankshares, Inc.",6/16/2011,5/11/2011,6/16/2011,ACQUISITION RELATED FRAUD,DISMISSED,2/15/2012,0,0,0,0,0
"Apple REIT Ten, Inc.",6/17/2011,4/25/2008,6/17/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,4/25/2013,1,0,0,0,0
Carlyle Capital Corp.,6/21/2011,6/19/2007,3/17/2008,CREDIT CRISIS (FINANCIAL INSTITUTION),DISMISSED,6/12/2013,0,0,1,0,0
Deutsche Bank AG,6/21/2011,1/3/2007,1/16/2009,CREDIT CRISIS (FINANCIAL INSTITUTION),SETTLED,1/6/2014,0,0,1,0,0
China Fire & Security Group,6/22/2011,5/20/2011,6/22/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,9/13/2011,0,0,1,0,0
"California Pizza Kitchen, Inc. ",6/24/2011,5/25/2011,6/24/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,10/31/2011,0,0,1,0,0
"YUHE INTERNATIONAL, INC.",6/24/2011,12/31/2009,6/23/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/6/2014,1,0,0,0,0
Smith Micro Software Inc. ,6/29/2011,11/3/2010,5/4/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,8/16/2012,0,0,0,1,0
"A-Power Energy Generation Systems, Ltd.",7/5/2011,8/27/2009,6/27/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/29/2013,1,0,0,0,0
Duncan Energy Partners L.P.,7/5/2011,2/23/2011,7/5/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,8/24/2011,0,0,1,0,0
"Avon Products, Inc. ",7/6/2011,7/31/2006,5/24/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),ONGOING,3/7/2014,0,0,0,1,0
"BioMimetic THERAPEUTICS, INC.",7/6/2011,10/14/2009,5/11/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/28/2014,0,0,0,1,0
"NESS TECHNOLOGIES, INC.",7/7/2011,6/10/2011,7/7/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,1/23/2012,0,0,1,0,0
China Medicine Corporation,7/15/2011,11/30/2006,3/23/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/7/2014,1,0,0,0,0
"Jiangbo Pharmaceuticals, Inc.",7/15/2011,5/17/2010,5/31/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,2/5/2014,1,0,0,0,0
"Magnum D'Or Resources, Inc.",7/18/2011,7/2/2008,4/13/2010,ACQUISITION RELATED FRAUD,DISMISSED,8/22/2011,0,0,0,0,0
"Progress Energy, Inc.",7/18/2011,1/10/2011,7/18/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,12/9/2011,0,0,1,0,0
News Corporation,7/19/2011,3/3/2011,7/11/2011,NON-ACCOUNTING MISREPRESENTATIONS,ONGOING,3/31/2014,0,0,0,1,0
Satcon Technology Corporation,7/19/2011,3/4/2010,7/5/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,4/14/2014,1,0,0,0,0
Lockheed Martin Corporation,7/20/2011,4/21/2009,7/21/2009,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/30/2014,0,0,0,1,0
"Allos Therapeutics, Inc.",7/21/2011,7/20/2011,7/21/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,10/25/2011,0,0,1,0,0
China Security & Surveillance Technology Inc.,7/21/2011,4/21/2011,7/21/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,10/18/2011,0,0,1,0,0
"EBIX, Inc. ",7/21/2011,5/6/2009,6/30/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/4/2014,1,0,0,0,0
Mindray Medical International Limited,7/21/2011,1/11/2010,8/9/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,12/20/2011,0,0,0,1,0
"Zoo Entertainment, Inc.",7/22/2011,5/17/2010,4/15/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,9/19/2013,1,0,0,0,0
Fairfax Financial Holdings Limited,7/25/2011,5/21/2003,3/22/2006,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,3/25/2013,1,0,0,0,0
"BJ's Wholesale Club, Inc.",7/27/2011,6/29/2011,7/27/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,3/13/2013,0,0,1,0,0
"JBI, Inc.",7/28/2011,8/28/2009,7/20/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,10/2/2013,1,0,0,0,0
"The Princeton Review, Inc.",7/29/2011,3/12/2009,3/11/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/6/2012,0,0,0,1,0
Petrohawk Energy Corporation,8/2/2011,7/14/2011,8/2/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,10/4/2011,0,0,1,0,0
Royal Caribbean Cruises Ltd.,8/2/2011,1/27/2011,7/28/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,4/19/2013,1,0,0,0,0
WebMD Health Corp.,8/2/2011,2/23/2011,7/15/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,4/9/2013,0,0,0,1,0
"Constellation Energy Group, Incorporated",8/4/2011,4/28/2011,8/4/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,7/17/2012,0,0,1,0,0
Dendreon Corporation,8/4/2011,1/7/2011,8/3/2011,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,9/26/2013,0,0,0,1,0
Travelzoo Inc.,8/9/2011,4/21/2011,7/21/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,9/24/2013,0,0,0,1,0
"Miller Energy Resources, Inc",8/12/2011,3/15/2011,8/1/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,2/20/2014,1,0,0,0,0
Motricity Inc.,8/12/2011,6/18/2010,8/9/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,1/16/2014,0,0,0,1,0
"Juniper Networks, Inc.",8/15/2011,7/20/2010,7/26/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,7/13/2013,0,0,0,1,0
"Ener1, Inc.",8/18/2011,1/10/2011,8/15/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,5/10/2013,1,0,0,0,0
SinoTech Energy Limited,8/19/2011,11/3/2010,8/16/2011,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,9/26/2013,0,0,0,1,0
"Penson Worldwide, Inc.",8/23/2011,2/10/2011,8/4/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,4/11/2014,1,0,0,0,0
"Omnicare, Inc.",8/24/2011,1/10/2007,8/5/2010,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/27/2013,0,0,0,1,0
"L&L Energy, Inc.",8/26/2011,8/13/2009,8/2/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),ONGOING,3/6/2014,0,0,0,1,0
Encore Energy Partners LP ,8/29/2011,7/11/2011,8/29/2011,MERGER RELATED FRAUD,DISMISSED,6/11/2012,0,0,1,0,0
"Blue Coat Systems, Inc.",8/30/2011,11/24/2009,5/27/2010,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,10/22/2013,0,0,0,1,0
Imperial Sugar Company,9/1/2011,12/29/2010,8/5/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,11/21/2013,0,0,0,1,0
Emdeon Inc.,9/6/2011,8/4/2011,9/6/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,10/20/2011,0,0,1,0,0
Sequans Communications S.A.,9/9/2011,4/15/2011,7/27/2011,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,3/26/2014,0,0,0,1,0
"The Great Atlantic & Pacific Tea Company, Inc.",9/9/2011,7/23/2009,12/10/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),ONGOING,4/16/2014,0,0,0,1,0
Hewlett-Packard Company,9/13/2011,11/22/2010,8/18/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),ONGOING,3/31/2014,0,0,0,1,0
Central Vermont Public Service Corp.,9/15/2011,5/30/2011,9/15/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,11/6/2012,0,0,1,0,0
Bank of America Corporation ,9/23/2011,2/25/2011,8/5/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,11/20/2013,0,0,0,1,0
Renaissance Learning Inc.,10/7/2011,8/16/2011,10/7/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,2/6/2012,0,0,1,0,0
"Stereotaxis, Inc.",10/7/2011,2/28/2011,8/9/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/18/2014,0,0,0,1,0
"Aeropostale, Inc",10/11/2011,2/3/2011,8/3/2011,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/29/2014,0,0,0,1,0
"Global Industries, Ltd.",10/11/2011,9/12/2011,10/11/2011,MERGER RELATED FRAUD,DISMISSED,5/30/2012,0,0,1,0,0
"JinkoSolar Holding Co., Ltd.",10/11/2011,5/13/2010,9/21/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,2/27/2013,0,0,0,1,0
"OceanFreight, Inc.",10/13/2011,7/26/2011,10/13/2011,MERGER RELATED FRAUD,DISMISSED,1/10/2012,0,0,1,0,0
CNinsure Inc.,10/17/2011,3/2/2010,9/14/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,2/18/2014,1,0,0,0,0
"AgFeed Industries, Inc.",10/18/2011,3/16/2009,8/2/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,4/1/2014,1,0,0,0,0
K-V Pharmaceutical Company,10/19/2011,2/14/2011,4/4/2011,NON-ACCOUNTING MISREPRESENTATIONS,ONGOING,2/25/2014,0,0,0,1,0
Suffolk Bancorp,10/20/2011,3/12/2010,8/10/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,11/19/2013,1,0,0,0,0
"Telefonos de Mexico, S.A.B. de C.V.",10/21/2011,8/1/2011,10/21/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,1/23/2013,0,0,1,0,0
Central European Distribution Corporation ,10/24/2011,8/5/2010,2/28/2011,NON-ACCOUNTING MISREPRESENTATIONS,ONGOING,4/14/2014,0,0,0,1,0
"China Automotive Systems, Inc.",10/25/2011,3/25/2010,3/17/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,2/20/2014,1,0,0,0,0
"Imperial Holdings, Inc",10/25/2011,2/7/2011,9/27/2011,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/16/2013,0,0,0,1,0
"Omnivision Technologies, Inc.",10/26/2011,8/27/2010,10/13/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),ONGOING,2/25/2014,0,0,0,1,0
"Ciber, Inc.",10/28/2011,12/15/2010,8/3/2011,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,3/31/2014,0,0,0,1,0
"HCA Holdings, Inc.",10/28/2011,3/9/2011,10/1/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,10/21/2013,1,0,0,0,0
MF Global Holdings Ltd.,11/3/2011,5/20/2011,10/28/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),ONGOING,4/11/2014,0,0,0,1,0
Agnico-Eagle Mines Ltd.,11/7/2011,4/29/2010,10/19/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,10/24/2013,0,0,0,1,0
"Diamond Foods, Inc.",11/7/2011,4/5/2011,11/1/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/29/2014,1,0,0,0,0
Brigham Exploration Company,11/9/2011,10/17/2011,11/9/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,8/24/2012,0,0,1,0,0
Adolor Corporation,11/10/2011,10/24/2011,11/10/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,10/9/2012,0,0,1,0,0
"Human Genome Sciences, Inc.",11/10/2011,7/20/2009,11/11/2010,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/26/2013,0,0,0,1,0
"Anadys Pharmaceuticals, Inc.",11/11/2011,10/17/2011,11/11/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,8/28/2012,0,0,1,0,0
Temple-Inland Inc.,11/11/2011,12/12/2007,8/24/2009,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,11/26/2013,1,0,0,0,0
"FriendFinder Networks, Inc..",11/14/2011,5/11/2011,11/14/2011,IPO-NON ALLOCATION,DISMISSED,2/7/2014,0,0,1,0,0
Olympus Corporation,11/14/2011,11/7/2006,11/7/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,5/13/2014,1,0,0,0,0
Keyuan Petrochemicals Inc ,11/15/2011,8/16/2010,10/7/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,9/5/2013,1,0,0,0,0
Mantria Corporation,11/15/2011,9/1/2007,11/16/2009,OTHER-FRAUD,SETTLED,2/14/2014,0,0,0,0,1
"Hospira, Inc.",11/21/2011,3/24/2009,10/17/2011,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,4/1/2014,0,0,0,1,0
99 Cents Only Stores,11/23/2011,10/27/2010,11/23/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,12/14/2011,0,0,1,0,0
"Lloyds Banking Group, PLC",11/23/2011,10/1/2008,2/27/2009,CREDIT CRISIS (OTHER),DISMISSED,11/6/2013,0,0,1,0,0
"Pacific Biosciences of California, Inc.",11/23/2011,10/27/2010,9/21/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,4/17/2012,0,0,0,1,0
DryShips Inc.,11/25/2011,12/1/2008,12/31/2010,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,7/2/2012,0,0,0,1,0
"Apple REIT Nine, Inc.",11/28/2011,3/29/2011,11/28/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,12/20/2011,1,0,0,0,0
"Cooper Companies, Inc.",11/28/2011,3/4/2011,11/15/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,6/10/2013,0,0,0,1,0
"China Organic Agriculture, Inc.",11/29/2011,11/12/2008,3/24/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,10/8/2013,1,0,0,0,0
"Raser Technologies, Inc.",11/29/2011,5/11/2009,4/29/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,5/13/2013,0,0,0,1,0
"Pain Therapeutics, Inc.",12/2/2011,2/3/2011,6/23/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),ONGOING,4/2/2014,0,0,0,1,0
Primo Water Corporation,12/2/2011,11/4/2010,8/10/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,8/14/2013,1,0,0,0,0
Tekelec,12/2/2011,11/7/2011,12/2/2011,MERGER RELATED FRAUD,DISMISSED,1/18/2012,0,0,1,0,0
"Intralinks Holdings, Inc.",12/5/2011,2/17/2011,11/10/2011,NON-ACCOUNTING MISREPRESENTATIONS,ONGOING,4/1/2014,0,0,0,1,0
Petroleum Development Corporation,12/7/2011,11/16/2011,12/7/2011,MERGER RELATED FRAUD,ONGOING,4/16/2014,0,0,1,0,0
Focus Media Holding Limited,12/12/2011,9/25/2007,11/21/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,2/5/2014,1,0,0,0,0
Pelican Eyes Holding Company LLC,12/13/2011,12/22/2009,12/13/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,10/16/2013,0,0,0,1,0
GLG Life Tech Corporation,12/14/2011,2/1/2011,11/13/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,2/5/2014,1,0,0,0,0
The Bank of New York Mellon Corporation,12/14/2011,2/28/2008,8/11/2011,NON-ACCOUNTING MISREPRESENTATIONS,ONGOING,11/15/2013,0,0,0,1,0
"China Medical Technologies, Inc.",12/19/2011,11/26/2007,12/12/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,10/10/2012,1,0,0,0,0
Veolia Environnement S.A.,12/27/2011,4/27/2007,8/4/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,5/25/2012,1,0,0,0,0
Camelot Information Systems Inc.,1/5/2012,7/21/2010,8/17/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,2/25/2014,1,0,0,0,0
"SuccessFactors, Inc. ",1/5/2012,12/3/2011,12/31/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,1/18/2012,0,0,1,0,0
Chemed Corp.,1/12/2012,9/15/2011,11/16/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/6/2014,1,0,0,0,0
"Metlife, Inc.",1/12/2012,2/2/2010,10/6/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,1/27/2014,1,0,0,0,0
Career Education Corporation,1/13/2012,1/1/2009,11/1/2011,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,3/27/2014,0,0,0,1,0
CPI Corp.,1/13/2012,4/20/2010,12/21/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,11/19/2012,0,0,0,1,0
Netflix Inc.,1/13/2012,12/20/2010,10/24/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,11/15/2013,1,0,0,0,0
"Siemens Hearing Instruments, Inc : Acquisition of HearUSA, Inc.",1/18/2012,1/18/2011,7/31/2011,NON-ACCOUNTING MISREPRESENTATIONS,ONGOING,3/14/2014,0,0,0,1,0
